Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,UNSD Geographical Grouping
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,1,0,0,Vehicle accident / death linked to hazardous transport,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,0,1,0,Mixed or unknown,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2022,May,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,0,0,1,0,Violence,,Eastern Africa
Incident,2022,June,Sub-Saharan Africa (P),Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Sub-Saharan Africa (P),Mediterranean,Unknown,3.0,0,3,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Sub-Saharan Africa (P),Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Northern Africa (P),Mediterranean,Unknown,1.0,2,3,5,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Mediterranean,Uncategorized
Incident,2022,June,Western Asia (P),Europe,Unknown,1.0,0,1,16,0,0,0,Vehicle accident / death linked to hazardous transport,Türkiye-Europe land route,Southern Europe
Split Incident,2022,June,Mixed,Mediterranean,"Sudan,Tunisia,Unknown",6.0,12,18,14,2,0,3,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Uncategorized
Incident,2022,June,Central America,Central America,Mexico,1.0,0,1,9,0,0,1,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Central America
Incident,2022,June,Northern Africa (P),Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Western Mediterranean,Uncategorized
Incident,2022,June,Southern Asia,Western Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Türkiye-Europe land route,Western Asia
Incident,2022,June,Southern Asia,Western Asia,Afghanistan,1.0,0,1,0,0,1,0,Violence,Türkiye-Europe land route,Western Asia
Incident,2022,March,Caribbean,Caribbean,Haiti,,7,7,0,4,0,1,Drowning,Dominican Republic to Puerto Rico,Caribbean
Incident,2022,January,Western Africa,Northern Africa,Guinea,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,Northern Africa
Incident,2022,June,Northern Africa,Europe,Egypt,1.0,0,1,4,0,1,0,Violence,Italy to France,Western Europe
Incident,2022,March,Western Africa,Northern Africa,Mali,1.0,0,1,13,0,1,0,Violence,,Northern Africa
Incident,2022,March,Western Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,2,0,Violence,Sahara Desert crossing,Northern Africa
Incident,2022,April,Western Africa,Northern Africa,Guinea,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2022,March,Unknown,Europe,Unknown,1.0,0,1,0,0,0,0,Drowning,Western Balkans,Southern Europe
Incident,2022,May,Unknown,Europe,Unknown,1.0,0,1,0,0,1,0,Drowning,Western Balkans,Southern Europe
Incident,2022,June,Sub-Saharan Africa,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2022,June,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,,Northern Africa
Incident,2022,June,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Sub-Saharan Africa,Mediterranean,Unknown,2.0,0,2,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,June,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Central America,North America,Mexico,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,February,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,1,0,0,Accidental death,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Accidental death,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,April,Central America,North America,Mexico,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Guatemala,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,March,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Guatemala,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Mexico,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,June,Central America,North America,Honduras,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,June,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,May,Central America,North America,Honduras,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2022,June,Central America,Central America,Guatemala,1.0,0,1,0,0,1,1,Drowning,US-Mexico border crossing,Central America
Incident,2022,June,Caribbean,Caribbean,Dominican Republic,2.0,0,2,0,0,2,0,Drowning,Dominican Republic to Puerto Rico,Caribbean
Incident,2022,June,Caribbean,North America,Jamaica,1.0,0,1,0,1,0,1,Drowning,US-Mexico border crossing,Northern America
Incident,2022,June,South America,Central America,Venezuela (Bolivarian Republic of),1.0,1,2,0,2,0,0,Sickness / lack of access to adequate healthcare,,Central America
Incident,2022,June,South America,South America,Venezuela (Bolivarian Republic of),1.0,0,1,0,0,1,0,Violence,,South America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,2.0,0,2,0,0,2,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,June,Central America,North America,Guatemala,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2022,June,Central America (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,June,South America,North America,Ecuador,,1,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2022,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Drowning,US-Mexico border crossing,Northern America
